SATK:ANTITRACKING01|Командир: Товарищ Моралес, здесь были обнаружены некоторые неточности.
SATK:ANTITRACKING51|Товарищ! Враг неожиданно появился на востоке и юго-западе! Готовьтесь к бою!
SATK:ANTITRACKING52|Товарищ, северная сторона крепости была взломана!
SATK:ANTITRACKING53|Товарищ, крепость полностью пала!!
SATK:ANTITRACKING54|Моралес: Что за огромное насекомое? Это враждебно?
SATK:ANTITRACKINGOB1|Задача 1: Отправиться на главную базу.
SATK:ANTITRACKINGOB1OK|Командир: Товарищ Моралес, это командир базы, загружается тактическая карта.
SATK:ANTITRACKINGOB2|Задача 2: Исследовать объекты на северо-востоке.
SATK:ANTITRACKINGOB2OK|Моралес: товарищ командир, я выяснил, что этот объект принадлежит Пси-Корпусу.
SATK:ANTITRACKINGOB3|Задача 3: Приследуйте исследователей Пси-Корпуса
SATK:ANTITRACKINGOB3OK|Моралес: Товарищи, они взорвали Клонир.Чаны, а исследователи покончили с собой, расследование прекращено.
SATK:ANTITRACKINGOB4|Задача 4: Проверить что произошло на главной базе.
SATK:ANTITRACKINGOB4OK|Моралес: База не выглядит так как-будто тут проблема ... а?
SATK:ANTITRACKINGOB5|Задача 5: Попытаться вернуться в крепость.
SATK:ANTITRACKINGOB5OK|Моралес: Кажется, мы временно в безопасности.
SATK:ANTITRACKINGOB6|Задача 6: Прибыть на вспомогательную базу связи.
SATK:ANTITRACKINGOB6OK|Моралес: Я полковник Моралес. Теперь я командую базой. Свяжется с генералами как можно скорее.
SATK:ANTITRACKINGOB7|Задача 7: Удерживать позицию до возобновления сообщений.
SATK:ANTITRACKINGOB7OK|Моралес: Связь налажена. Генералы отправляют подкрепление. Мы должны отправится в Рио-де-Жанейро!
SATK:ANTITRACKINGOBFAIL|МИССИЯ ПРОВАЛЕНА: Моралес убит.
SATK:ANTITRACKINGOBFAIL2|МИССИЯ ПРОВАЛЕНА: Войска полностью уничтожены.
SATK:ANTITRACKINGTIMERSTARTED|Время до восстановления связи:
BRIEF:SATK|Дневник Моралеса: Прошло несколько дней с тех пор, как враг напал на Сталинтон и Москву. Мы до сих пор не можем добраться до Генерального Управления и Московского Верховного Командования. Совершенно невозможно понять нынешнюю ситуацию и истинное лицо врага - но, конечно, не союзников. По крайней мере, их главная сила все еще в Великобритании. Я полагаюсь на некоторые подсказки и считаю, что поблизости есть вражеские силы. Я уже некоторое время слежу за потенциальными врагами, но мне все еще нечего предпринять. Я чувствую себя очень обескураженным. После смерти Бориса у меня всегда были кошмары. Это серьезно повлияло на мои действия. Ранее я получил уведомление от крепости на Бразильском плато, и неподалеку произошли странные явления. Кажется, мне все еще нужно быть готовым к возможным трудностям.\n\nЗадача : Следуйте указаниям в миссии.\nПримечание: Моралес должен оставаться живым.\n
LOADBRIEF:SATK|Задача : Следуйте указаниям в миссии.\n\nПримечание: Моралес не должен погибнуть.
LOADMSG:SATK|Операция: Антислежка, Место: где-то на Бразильском плоскогорье, Бразилия
MAP:SATK|Фанатская Миссия - Антислежка
POST:SATK|Примите поздравление, командир, вы должны отправится в Рио-де-Жанейро, ожидайте дальнейших указаний.
BRIEF:SPMS|Генерал, в последние несколько месяцев атака Эпсилон становилась все сильнее и сильнее. Мы потеряли много зон контроля. Мы подписали мирный договор с Советским Союзом и восстановили Коммунистический Строй. Наши спутники наблюдали необычную мобилизацию Эпсилона в восточной Монголии. Они собрали здесь огромное количество войск. Дальнейшие исследования показали, что они строят усилитель "Подчинителя", Советский Союз это заметил и обнаружил установку множества Пси-Маяков, военные подозревают, что это может расширить сферу действия спасателей. Это также означает, что, если "Подчинитель" будет активирован, весь Советский Приморский край и большая часть земель Китая немедленно падут. Эта чрезвычайная ситуация стала проблемой, которую необходимо решить. Разведданные говорят о неопознанной армии, оснащенной техникой тихоокеанского фронта и китайским вооружением, проходящую через район. Мы до сих пор не знаем их конечного пункта назначения. Как узник маяков Советский Союз также подал нам заявку на совместные операции. В результате переговоров Советский Союз заявил, что два офицера, которые могут противостоять влиянию Пси-маяков, будут отправлены чтобы выполнить миссию по уничтожению, а вы были выбраны на эту роль командиром, т.к. помните эту область из-за операции "Драконьей бури". Офицеры на месте, они будут временно под вашим командованием.\nТакже есть тревожные новости. Командующий, ответственный за основное наступление, - это генерал, который начал блицкриг в Японии. Военные надеются, что он сможет снова выполнить ту же операцию, что и в Японии. Это означает, что если ситуация будет развиваться резко, то мы должны быть к этому готовы.\n\nЗадача 1: Уничтожьте Радар. \nЗадача 2: Уничтожите Ядерные Реакторы. \nЗадача 3: Ожидайте дальнейших инструкций.\n
LOADBRIEF:SPMS|Задача 1: Уничтожить Радар.\nЗадача 2: Уничтожить Ядерные Реакторы.\nЗадача 3: Ожидайте дальнейших инструкций.
LOADMSG:SPMS|Операция: Плато Муссонов, Место: Монголия
SPMS:00|Командир, наша операция в восточной Монголии начинается, мы рассчитываем на вас.
SPMS:01|Как вы можете видеть, наши войска контролируется Пси-Маяком, и разведка указала на их огромное количество.
SPMS:02|Поэтому крупномасштабное наступление откладывается, пока угроза не будет устранена.
SPMS:03|Согласно разведке, энергия для контроля сознания берется из двух Ядерных Реакторов.
SPMS:04|Поскольку противник имеет здесь огромную армию, придется прорываться боем, а затем уничтожить Ядерные Реакторы.
SPMS:05|Генерал, будьте осторожны, до уничтожения Радара, коммандос не должен быть обнаружен.
SPMS:06|Мы получаем сообщения от советских войск, пожалуйста, подождите немного.
SPMS:07|... вот и полковник Крюков из Советского Союза. Мы отправляемся в целевой район для проведения операции.
SPMS:08|Крюков: Мы не можем гарантировать, что сможем выполнить задачу без поддержки.
SPMS:09|Генерал, наша массированная атака вот-вот начнется.
SPMS:10|Наши основные силы прибыли и начали атаковать линию обороны Эпсилон.
SPMS:11|Генерал, мы нашли Усилителя Пси-Подчинителя, но главная задача - уничтожить всех врагов в этом районе.
SPMS:12|Основные силы создадут базу на линии фронта, вы отвечаете за освобождение восточного форпоста.
SPMS:13|Большая часть ресурсов распределена между основными силами, но мы постараемся выделить вам больше подкреплений.
SPMS:AFTER1|Передача информации.
SPMS:AFTER2|Передача данных...
SPMS:AFTER3|Передача данных...
SPMS:AFTER4|- Соединение установлено -
SPMS:AFTER5|???: "Поздравляю, генерал, хоть ситуация не оптимистична. Вы получили командование Северными войсками."
SPMS:AFTER6|???: "Хотя вы и не можете пойти с нами на север, но нам нужно больше союзников в Азиатском регионе."
SPMS:AFTER7|???: "До связи, генерал, я верю, что мир скоро ожидает нечто грандиозное."
SPMS:AFTER8|- Связь завершена -
SPMS:AFTER9|- Определяется частота подключения -
SPMS:BESTROUTE|Резнов: Товарищ Генерал, этот маршрут рекомендуется для беспилотника. Наш пункт назначения недалеко.
SPMS:CBD|Генерал, главная сила была побеждена!
SPMS:CBD2|Генерал, командующий главными силами ранен, он уже выведен с поля битвы, и вам будет передано командование.
SPMS:CHINESEMCV|Генерал, МСЦ был отремонтирован.
SPMS:DESTORYPA|В общем, Усилитель Пси-Подчинителя был уничтожен безвозвратно.
SPMS:DESTORYPBA|Мы освободили союзников форпоста, и теперь они будут сражаться за нас.
SPMS:DESTORYPBB|Резнов: Кажется, это безрезультатно, есть другие Пси-Маяки. Этот маяк использовался для усиления.
SPMS:DRAGONFLY|Генерал, команда Дронов прорывается через оборону противника, но только один выжил, используйте его с умом.
SPMS:ENEMYMCV|Враг развернул новую МСЦ!
SPMS:IRKALLA01|Генерал, наш радар обнаруживает воздушную угрозу, которая направляется к нашей базе!!
SPMS:IRKALLA02|Генерал, мы обнаружили, что приближается второй большой летающий объект, пожалуйста, подготовьтесь к схватке.
SPMS:MONGOLIA|Крюков: Это полковник Крюков. Мы нашли базу монгольской армии. Они под контролем маяка, уничтожим же его!
SPMS:MONGOLIA2|Крюков: Мы освободили монгольскую армию.
SPMS:MONGOLIA3|Генерал Монголии: Спасибо за освобождение разума. Сейчас мы прикроем вас и вернем родину!!!
SPMS:MONGOLIA4|Генерал Монголии: Пусть враг увидит силу монгольской армии!!!
SPMS:MYSTERIOUSBUILDING|Генерал, мы нашли странное здание Эпсилон, которое, все еще строится. Неважно, что это, надо уничтожить его.
SPMS:OB1|Задача 1: Уничтожить Радар.
SPMS:OB1OK|Крюков: Это полковник Крюков. Мы уничтожили Радар. Направьте нас к месту дислокации Ядерных Реакторов.
SPMS:OB2|Задача 2: Уничтожить Ядерные Реакторы.
SPMS:OB2OK|Резнов: Это полковник Резнов. Мы взорвали Ядерные Реакторы. Жаль, ведь они могли быть использованы в Монголии.
SPMS:OB2OK2|Крюков: Это полковник Крюков, наша миссия завершена, готовы к эвакуации.
SPMS:OB3|Задача 3: Эвакуируйте Крюкова и Резнова.
SPMS:OB3OK|Крюков: Это полковник Крюков. Мы собираемся покинуть театр действий. Я надеюсь, что мы встретимся в будущем.
SPMS:OB4|Задача 4: Уничтожить всех врагов.
SPMS:OB4OK|Хорошо, Генерал, мы остановили силы Эпсилон, враг бежит из Монголии, эта операция будет вписана в историю.
SPMS:OBFAILFOUND|Наша армия была обнаружена противником. МИССИЯ ПРОВАЛЕНА.
SPMS:OBFAILKIA|Советский герой убит. МИССИЯ ПРОВАЛЕНА.
SPMS:OBFAILPBW|Наша армия под контролем Пси-Маяка. МИССИЯ ПРОВАЛЕНА.
SPMS:OURMCV|МСЦ нашей армии прибыл.
SPMS:PBAE|Пси-Маяки не дают нам времени.
SPMS:PBAWORKING|Генерал, вы не правы! Пси сила маяка обеспечивается независимо от энергии. Уничтожьте его как можно скорее!!
SPMS:RESOURCE|Эта область обладает огромными ресурсами, тут можно построить вторую базу.
SPMS:UAV2|Дрон истощен и не может продолжать сражаться.
SPMS:WARNING|Резнов: Мы не можем пройти, нам нужен другой путь, может быть, мы можем угнать некоторые машины?
SPMS:WARNING2|Резнов: Генерал, вокруг Ядерных Реакторов есть охрана, я думаю, что электростанция неподалеку отключит ее.
SPMS:WARNING3|Крюков: У врага танковые подразделения. Они не атакуют из-за разрушения маяка. Нужно подкрепление. Ожидаю.
SPMS:WARNING3CS|Крюков: Это полковник Крюков. Приморский край отправляет в этот район самолет с Дронами.
SPMS:YOURFORCE|Генерал, элитные штурмовые силы помогут вам в освобождении форпоста, минимизируйте урон подконтрольным силам.
MAP:SPMS|Фанатская Миссия - Плато Муссонов
POST:SPMS|??: генерал, я надеюсь, что вы готовы к тому, чтобы противостоять крайне коварному заговору Юрия, хотя вы и ваша новая зона ответственности расположены на севере, он может быть немного южнее нашего местоположения. При необходимости вам может понадобиться как можно больше войск. Они были отправлены на север, это может быть хорошим прикрытием, чтобы начать чистую и ясную битву с силами Эпсилона в Северной Азии.
SPMS:MRBM|Получен доступ к Ядерному оружию.
POST:SSTR|Товарищ, вам удалось спасти всю армию. Они пополняют тыл. Мы также получили много информации об объектах противника. Это сыграло большую роль в нашей войне против сил Эпсилона. Товарищ Генерал я поздравляю вас и планирую отправить в другое место, для новой борьбы.
MAP:SSTR|Фанатская Миссия - Спасение от Шторма
LOADMSG:SSTR|Операция: Спасение от Шторма, Место: Россия, Север Хабаровского края
LOADBRIEF:SSTR|Задача 1: Уничтожить врагов в этой области.\nЗадача 2: Защитить и эвакуировать северные войска.\nЗадача 3: Защитить Полевое Разведбюро.\nЗадача 4: Ожидайте дальнейших указаний.
BRIEF:SSTR|Войска в Северном Хабаровском крае были разделены и изолированы, товарищ генерал послал офицера для их спасения.\n\nЗадача 1: Уничтожить врагов в этой области.\nЗадача 2: Защитить и эвакуировать северные войска.\nЗадача 3: Защитить Полевое Разведбюро.\nЗадача 4: Ожидайте дальнейших указаний.
SSTR:01|Товарищ! Наши войска разделены и изолированы, мы должны немедленно их спасти.
SSTR:02|Мы организовали специальный коммандос и Танк "Апокалипсис" чтобы совершить нападение и прорвать линию обороны.
SSTR:03|Товарищ, остальные захваченные войска находятся на севере, пробейтесь через линию обороны и соединитесь с ними.
SSTR:04|У них есть ракеты «Эльбрус», и если нам удастся их спасти, мы сможем использовать их для прорыва.
SSTR:05|Мы связались с Северными силами и они под вашим командованием и готовы к эвакуации.
SSTR:06|Враг атакует Северные силы! Он имеет некоторые из наших контролируемых подразделений!!
SSTR:07|Этот канал заблокирован, мы должны связаться с ними.
SSTR:08|Они стреляют по нам! Кажется, что они под контролем разума. Мы должны уничтожить их, или найти «контролеров».
SSTR:09|Товарищ, вооружения этой базы отличаются от вооружений Пси-Корпуса, вы должны быть особенно осторожны.
SSTR:10|Товарищ! Согласно докладу, на востоке разбросана наша армия, она отступают на форпост, где есть Кулак Сталина.
SSTR:11|Они могут продержаться некоторое время, но мы должны поддержать их как можно скорее.
SSTR:12|Мы можем пройти прямо к форпосту через эту базу сил Эпсилон, но враг силен и это отнимает много времени.
SSTR:13|Или мы можем пойти по этому пути через юг.
SSTR:14|Противник усилил наступление на форпост! База Эпсилон снова работает в полную силу!!
SSTR:15|Мы связались с аванпостом, они примут ваше командование.
SSTR:16|Это плохо, слишком поспешный процесс эвакуации может привести к хаосу, мы вынуждены продлить время эвакуации.
SSTR:17|Товарищ, наш форпост получил потенциально важные разведывательные данные.
SSTR:18|Они атаковали базу Эпсилон на северо-востоке, узнав о военном развертывании противника в Восточной Сибири.
SSTR:19|Но их сообщение было прервано, мы должны пойти туда, чтобы получить эту информацию.
SSTR:20|В этой области находится еще одна база, но требуется проверка, возможно она под контролем Пси-Маяка.
SSTR:21|В этом месте прячутся войска, мы можем связаться с ними.
SSTR:22|Товарищ! Появились крупные силы противника, они готовятся атаковать наши позиции!
SSTR:23|Командир Повстанцев: Товарищ, мы повстанцы не согласные с правлением Романова, не приближайтесь к нашей базе.
SSTR:24|Командир Повстанцев: Восстание Юрия и появление сил Эпсилон было вызвано враждующими группировками в Москве.
SSTR:25|Командир Повстанцев: У нас есть общий враг Юрий, поэтому мы объявляем временное перемирие.
SSTR:26|Мы не рекомендуем уничтожать этих повстанцев и должны временно сотрудничать с ними для борьбы с врагом.
SSTR:27|Похоже, вы больше склонны устранять «Предателей», чем силы Эпсилон, тогда давайте сыграем в эту игру!
SSTR:28|Гарнизон в этой области был уничтожен, но мы можем захватить оборудование, которое они оставили.
SSTR:29|Товарищ, наши войска установили в городе линию обороны, вы должны отвести войска в тыл.
SSTR:30|Товарищ, отдохните, если вы хотите продолжить, то нажмите на Полевое Разведбюро, чтобы взять командование.
SSTR:31|Хорошо, товарищ, теперь вы и спасенные войска двинетесь в тыл для реорганизации, готовясь к будущим сражениям.
SSTR:32|Товарищ, кажется, ваш боевой дух высок, и генералы одобрили вашу заявку.
SSTR:33|База передала вам командование, уничтожьте врага.
SSTR:34|В этой области есть несколько наших юнитов, но, скорее всего, они будут контролироваться противником.
SSTR:35|Они должны находиться под контролем Пси-Башен, но эти защитные сооружения вокруг слишком плотно построены.
SSTR:36|Товарищ! Нами обнаружены воздушных цели, которые приближаются с северо-запада, юго-запада и юго-востока!!
SSTR:37|Товарищ, командир этого подразделения ранен, нам нужно, чтобы вы помогли ему уничтожить базу.
SSTR:38|Товарищ, ваша миссия - связаться с войсками на северо-востоке и немедленно вернуться к месту назначения!
SSTR:39|Предупреждение: Наши военные силы вступили на базу повстанцев, и они объявили нам войну.
SSTR:AULFAIL|МИССИЯ ПРОВАЛЕНА: Наши военные силы полностью уничтожены.
SSTR:DATAUPLOAD|Завершение загрузки данных через:
SSTR:EPATKRUS2|Товарищ, силы Эпсилон послали воздушно-десантные войска, чтобы атаковать базу повстанцев.
SSTR:EVACUATIONTIME|Расчетное время эвакуации:
SSTR:INTERFERENCE|Товарищ! Наша информационная система была нарушена и время загрузки информации значительно увеличилось!!
SSTR:MCV|МСЦ прибыл.
SSTR:NOSUPPORT|Товарищ! Из-за потребностей других театров боев вы не сможете использовать воздушные подкрепления.
SSTR:OB1|Задача 1: Уничтожить врагов в этой области.
SSTR:OB1OK|Мы очистили территорию и теперь можем эвакуироваться.
SSTR:OB1TIMEEND|Эвакуационные работы завершены, мы получили припасы.
SSTR:OB2|Задача 2: Защитить и эвакуировать северные войска.
SSTR:OB2FAIL|МИССИЯ ПРОВАЛЕНА: Северные войска были уничтожены.
SSTR:OB3|Задача 3: Защитить и эвакуировать аванпост.
SSTR:OB3FAIL|МИССИЯ ПРОВАЛЕНА: Аванпост уничтожен.
SSTR:OB3FAIL2|МИССИЯ ПРОВАЛЕНА: Полевое Разведбюро уничтожено.
SSTR:OB3FAIL3|МИССИЯ ПРОВАЛЕНА: Радар на аванпосте был уничтожен.
SSTR:OB3FIELDBUREAU|Товарищ, до завершения эвакуации, убедитесь, что Радар цел и важная информация передается.
SSTR:OB4|Задача 4: Связаться с Северо-восточными силами.
SSTR:OB4FAIL|МИССИЯ ПРОВАЛЕНА: Вы были признаны предателем.
SSTR:OB4OK|Мы связались с северо-восточными силами, кажется, что там все не очень в порядке.
SSTR:OB4OK2|Сообщение загружается, пожалуйста, не забудьте защитить Радар до завершения передачи данных.
SSTR:OB4RUNTIME|Время до выполнения задачи:
SSTR:OB5|Задача 5: Защитить Радар.
SSTR:OB5FAIL|МИССИЯ ПРОВАЛЕНА: Радар был уничтожен.
SSTR:OB5OK|После загрузки данных мы получили подтверждение о военном развертывании противника на Дальнем Востоке.
SSTR:OB6|Задача 6: Сопроводите командира на базу.
SSTR:OB6FAIL|МИССИЯ ПРОВАЛЕНА: Цель сопровождения погибла.
SSTR:OB6OK|Мы завершили задание, было обнаружено, что силы Юрия совершил несколько необычных действий в Монголии.
SSTR:OB7|Последняя Задача: Уничтожить всех врагов.
SSTR:OB7OK|Хорошо, товарищ, эта битва очень помогла нам. Генералы отправили поздравление и поставили следующую цель.
SSTR:OURSUPPORT|Подкрепления, которые мы можем отправить в настоящее время, являются Рем.Дронами.
SSTR:OURSUPPORT2|Товарищ, боевых действий в других регионах ослабевают, так что вы сможете вернуть десантные подкрепления.
SSTR:PCV|Предупреждение: Противник развертывает новый МСЦ.
BRIEF:EWPL|Послание Юрия: «Язычники, вопрос в том, почему данные местоположение острова Тотоя просочились в китайскую армию, все еще находится в стадии изучения, но прежде чем вы отправитесь в Азию, необходимо кое-что решить. Китайская армия, которая напала на остров Тотоя, была сильно поражена и взвесив все - отступила, но это не означает, что кризис полностью преодолен. Мы знаем, что советские товарищи напали на Гавайские острова во время Третьей мировой войны, а теперь и Гавайи. Они все еще в руках Советского Союза, и, похоже, что созданная там военно-морская база хорошо себя зарекомендовала, они также создали крупный флот. Мы должны учитывать, что, если Китай намерен отомстить нам, они могут сообщить Советскому Союзу, что мы находимся на острове Тотоя. Местоположение острова, подвергается проверке и корректировке. Если советский флот также нападет, мы, вероятно, не сможем удержать остров. Поэтому советская армия, уничтожающая Гавайские острова, должна взять на себя инициативу. В завершении, одно из наших подразделений проникновения готовится притвориться советскими солдатами и отправится на Гавайи, Перл-Харбор. Попытайтесь уничтожить советскую разведывательную систему. Если этот отряд преуспеет, мы сможем получить достаточно времени, чтобы напасть на остров Молокаи и построить на нем базу, создать сильные военно-морские силы для уничтожения сил Советского Союза, я отправлюсь на недавно разработанной подводной лодки для поддержки, но помните, что поскольку наши войска на острове Тотоя сильно пострадали, мы уступаем военно-морской мощи противника. Пожалуйста, правильно оцените военный ресурс, чтобы справиться с сильной атакой противника. "\n\nЗадача 1: Проникнуть в любой советский Радар.\nЗадача 2: Постройте базу и флот.\nЗадача 3: Уничтожьте силы Советской Армии.
LOADMSG:EWPL|Операция: Захват Жемчужины, Место: США, Гавайские острова, Перл-Харбор
POST:EWPL|Послание Юрия: «Хорошая работа, Прозелит, уничтожение советского флота Перл-Харбора еще больше укрепило нашу мощь в Тихом океане и увеличило потенциальную мощь острова Тотоя. Теперь вам нужно ехать в Кашмир, есть вещи о которых стоит позаботиться."
EWPL:00|После нападения китайцев на наши опорные пункты, мы должны дать отпор советским военно-морским силам.
EWPL:01|Лазутчики прибыли. При успехе операции мы получим время, чтобы построить базу, иначе готовьтесь к битве.
EWPL:02|Прозелит, наши силы прибыли.
EWPL:03|Это остров Молокаи, он - база Латинских сил, мы очистим его и создадим флот для борьбы с Советским Союзом.
EWPL:04|Прозелит, это военно-морской отряд сил Эпсилон, подводная лодка "Решеф", способна использовать плазмоснаряды.
EWPL:05|Некоторые подконтрольные китайские войска, также были отправлены на Гавайи, чтобы помочь в операции.
EWPL:06|Один из оружейных прототипов, завершен, это "Разносчик Чумы", эффективен против пехоты и сооружений.
EWPL:07|Прозелит, в Ниихау также есть база Латинских сил, они должны быть уничтожены.
EWPL:08|Согласно разведки, один из китайских флотов присоединится к советскому и направляется в Перл-Харбор!
EWPL:09|Предупреждение: Китайский флот прибыл.
EWPL:10|Прозелит, мы обнаружили вражескую частоту переговоров, враг собирается начать атаку!
EWPL:TIME01|Время до прибытия Китайского флота:
EWPL:11|Предупреждение: Латинские силы запустили баллистическую ракету средней дальности по острову Ниихау!!!
EWPL:OBJ01|Задача 1: Проникнуть в любое советский Радар.
EWPL:12|Кажется, команда проникновения потерпела неудачу, мы должны готовится к атаке незамедлительно.
EWPL:13|Хорошо, мы проникли в советский Радар, их разведка будет отложена.
EWPL:OBJ02|Задача 2: Создайте базу и флот.
EWPL:OBJ03|Задача 3: Уничтожьте силы Советской Армии.
EWPL:14|Это успех, мы очистили этот район и сняли потенциальную угрозу Советского Союза для наших опорных пунктов.
EWPL:15|Прозелит, советские войска в боевой готовности!
EWPL:TIME02|Оставшееся время до отправления разведки Советских сил:
EWPL:16|Восточная часть острова была захвачена, некоторые отряды направляются на запад, для поддержки ваших действий.
LOADBRIEF:EWPL|Задача 1: Проникнуть в любое советский Радар.\nЗадача 2: Постройте базу и флот.\nЗадача 3: Уничтожьте силы Советской Армии.
ELIG:001|Офицер США: "Сэр Рашиди, как вы видите, Пси-Маяки здесь тщательно охраняются Советским Союзом, а весь
ELIG:002|город за последние два года превратился в крепость."
ELIG:003|Офицер США: "Для вторжения потребуются огромные силы, конечно, сейчас у нас их нет, но скоро все изменится."
ELIG:004|Офицер США: "Эта военная база США находится ближе всего к Пси-Маяку. Если ваш план увенчается успехом,
ELIG:005|они будут освобождены и я скоординирую их, чтобы они приняли ваше командование."
ELIG:006|Офицер США: "Поскольку большинство подконтрольных американских войск была отправлена на запад для борьбы с
ELIG:007|армией Эпсилон, эта база является единственной военной базой США с МСЦ в этом районе, у вас только один шанс."
ELIG:008|Офицер США: "Команда коммандос, с иммунитетом к контролю над разумом, готова, и они скоро прибудут, если вы
ELIG:009|поможете нам освободить Сент-Луис, соглашение будет приведено в исполнение."
ELIG:010|Офицер США: "Рядом есть аванпост Эпсилон и Латинской Конфедерации, выбираете один в качестве цели,
ELIG:011|захватываете Радиошпиль или Радар и уничтожаете другой аванпост."
ELIG:012|Офицер США: "Ресурсы обоих аванпостов почти исчерпаны из-за длительных боев, это наш шанс, если мы не будем
